fire,ஃபயர்
phayar,ஃபயர்
baar,ஃபார்
bar,ஃபார்
far,ஃபார்
for,ஃபார்
hpaar,ஃபார்
agatrtri,அகற்றி
agattri,அகற்றி
akatrtri,அகற்றி
agatrtrinaar,அகற்றினார்
akatrinaar,அகற்றினார்
akatrtrinaar,அகற்றினார்
academidat,அகாதமி
academy,அகாதமி
angiekariththathu,அங்கீகரித்தது
angkeekariththathu,அங்கீகரித்தது
angkeegaara,அங்கீகார
angkeekaara,அங்கீகார
angkeegaaraththai,அங்கீகாரத்தை
angkeekaaraththai,அங்கீகாரத்தை
anggeegaaram,அங்கீகாரம்
anggeekaaram,அங்கீகாரம்
angiekaaram,அங்கீகாரம்
angkeekaaram,அங்கீகாரம்
asan,அசன்
aasin,அசின்
asin,அசின்
asaiyaadha,அசையாத
asaiyaatha,அசையாத
stationaree,அசையாத
stationari,அசையாத
stationarii,அசையாத
stationary,அசையாத
stationri,அசையாத
stetionaree,அசையாத
stetionary,அசையாத
stetionri,அசையாத
asaiaamal,அசையாமல்
asaiyaamal,அசையாமல்
asaiyamal,அசையாமல்
ashoka,அசோக
asoga,அசோக
asoka,அசோக
ashokarin,அசோகரின்
asokarin,அசோகரின்
ashokar,அசோகர்
asokar,அசோகர்
ajai,அஜய்
ajaii,அஜய்
ajay,அஜய்
aje,அஜய்
azai,அஜய்
azay,அஜய்
adakkinaar,அடக்கினார்
adanggiyirukkum,அடங்கியிருக்கும்
adangiyirukkum,அடங்கியிருக்கும்
adankiyirukkum,அடங்கியிருக்கும்
adangkiyullathu,அடங்கியுள்ளது
adams,அடம்ஸ்
adigalaal,அடிகளால்
adigalin,அடிகளின்
adigalil,அடிகளில்
adikalil,அடிகளில்
adigalai,அடிகளை
adigazhai,அடிகளை
adikalai,அடிகளை
adigal,அடிகள்
adikal,அடிகள்
adikkadip,அடிக்கடிப்
adikkum,அடிக்கும்
adippadaiyilaana,அடிப்படையிலான
adippadaiyilaanadhu,அடிப்படையிலானது
adippadaiyilaanathu,அடிப்படையிலானது
adippadiyilaanathu,அடிப்படையிலானது
adiyaaga,அடியாக
adiyaga,அடியாக
adiyaka,அடியாக
adiyin,அடியின்
adiyil,அடியில்
atiyil,அடியில்
adiye,அடியே
adiyee,அடியே
atiyee,அடியே
adiyodu,அடியோடு
adiyoodu,அடியோடு
atiyootu,அடியோடு
adivayirrai,அடிவயிற்றை
adivayitrai,அடிவயிற்றை
adivayittrai,அடிவயிற்றை
ativayirrai,அடிவயிற்றை
addes,அடிஸ்
addis,அடிஸ்
addiss,அடிஸ்
addys,அடிஸ்
addyss,அடிஸ்
ades,அடிஸ்
adis,அடிஸ்
adyss,அடிஸ்
adukka,அடுக்க
adukkaaga,அடுக்காக
adukkaaka,அடுக்காக
atukkaaga,அடுக்காக
atukkaaka,அடுக்காக
aduththu,அடுத்து
aduthu,அடுத்து
adutthu,அடுத்து
attaak,அட்டாக்
attack,அட்டாக்
anivadhae,அணிவதே
anivadhey,அணிவதே
anivathae,அணிவதே
anivathey,அணிவதே
adhigappadiyaana,அதிகப்படியான
athigappadiyaana,அதிகப்படியான
athikappatiyaana,அதிகப்படியான
adhikamaana,அதிகமான
adikamaana,அதிகமான
athikamaana,அதிகமான
atikamaana,அதிகமான
adhikamaanavai,அதிகமானவை
athigamaanavai,அதிகமானவை
athikamaanavai,அதிகமானவை
adhikamaanoor,அதிகமானோர்
athigamaanoor,அதிகமானோர்
athikamaanoar,அதிகமானோர்
athiradith,அதிரடித்
athiradip,அதிரடிப்
adhilirundhdha,அதிலிருந்த
athiliruntha,அதிலிருந்த
adhilulla,அதிலுள்ள
athilulla,அதிலுள்ள
adele,அதிலே
adhilae,அதிலே
adhile,அதிலே
athilae,அதிலே
athile,அதிலே
adheedha,அதீத
adhidha,அதீத
atheetha,அதீத
athitha,அதீத
athaepoola,அதேபோல
atheepola,அதேபோல
athepola,அதேபோல
advaita,அத்வைத
advaitha,அத்வைத
athvaidha,அத்வைத
athvaitha,அத்வைத
advaidam,அத்வைதம்
advaitham,அத்வைதம்
adwaytham,அத்வைதம்
athvaidham,அத்வைதம்
athvaitham,அத்வைதம்
andhach,அந்தச்
anthac,அந்தச்
anthach,அந்தச்
andhath,அந்தத்
anthath,அந்தத்
andham,அந்தம்
antham,அந்தம்
andhu,அந்து
anthu,அந்து
ana,அனா
anaa,அனா
anna,அனா
annaa,அனா
anaadhai,அனாதை
anaathai,அனாதை
anaadhaiyaana,அனாதையான
anaathaiyaana,அனாதையான
anupallavee,அனுபல்லவி
anupallavi,அனுபல்லவி
anupazhavee,அனுபல்லவி
anupazhavi,அனுபல்லவி
anubavikkum,அனுபவிக்கும்
anupavikkum,அனுபவிக்கும்
anupavikum,அனுபவிக்கும்
anuraadhapura,அனுராதபுர
anuraathapura,அனுராதபுர
anuradhapura,அனுராதபுர
anurathapura,அனுராதபுர
anushka,அனுஷ்கா
anushkaa,அனுஷ்கா
andriyum,அன்றியும்
antriyum,அன்றியும்
abaabaa,அபாபா
ababa,அபாபா
abbaba,அபாபா
apapa,அபாபா
aboo,அபூ
abu,அபூ
aboorva,அபூர்வ
apoorva,அபூர்வ
aboorvamaaga,அபூர்வமாக
aboorvamaaka,அபூர்வமாக
aburvamaaka,அபூர்வமாக
apoorvamaaga,அபூர்வமாக
apoorvamaaka,அபூர்வமாக
abdhul,அப்துல்
abdool,அப்துல்
abdul,அப்துல்
abduul,அப்துல்
abthul,அப்துல்
appaguthiyil,அப்பகுதியில்
appakuthiil,அப்பகுதியில்
appakuthiyil,அப்பகுதியில்
appaguthiyai,அப்பகுதியை
appakuthiai,அப்பகுதியை
appakuthiyai,அப்பகுதியை
appadaththin,அப்படத்தின்
appadatthin,அப்படத்தின்
appadam,அப்படம்
appen,அப்பெண்
appenn,அப்பெண்
appoluthuthaan,அப்பொழுதுதான்
appoluthuthan,அப்பொழுதுதான்
appozhuthuthaan,அப்பொழுதுதான்
apppozhuthuthaan,அப்பொழுதுதான்
aposthalar,அப்போஸ்தலர்
appoashthalar,அப்போஸ்தலர்
appoosthalar,அப்போஸ்தலர்
apposthalar,அப்போஸ்தலர்
americargalin,அமெரிக்கர்களின்
americarkalin,அமெரிக்கர்களின்
amerikkargalin,அமெரிக்கர்களின்
amerikkarkalin,அமெரிக்கர்களின்
americaavin,அமெரிக்காவின்
americavin,அமெரிக்காவின்
amerikkaavin,அமெரிக்காவின்
americaavirkum,அமெரிக்காவிற்கும்
americavirkkum,அமெரிக்காவிற்கும்
americavirkum,அமெரிக்காவிற்கும்
amerikkaavirkum,அமெரிக்காவிற்கும்
americaavilum,அமெரிக்காவிலும்
americavilum,அமெரிக்காவிலும்
amerikkaavilum,அமெரிக்காவிலும்
americaavilulla,அமெரிக்காவிலுள்ள
americavilulla,அமெரிக்காவிலுள்ள
amerikkaavilulla,அமெரிக்காவிலுள்ள
americaavudan,அமெரிக்காவுடன்
americavudan,அமெரிக்காவுடன்
amerikkaavudan,அமெரிக்காவுடன்
americaavum,அமெரிக்காவும்
americavum,அமெரிக்காவும்
amerikkaavum,அமெரிக்காவும்
amaichchu,அமைச்சு
amaichu,அமைச்சு
amaiththup,அமைத்துப்
amaithup,அமைத்துப்
amaitthup,அமைத்துப்
amaiththum,அமைத்தும்
amaithum,அமைத்தும்
amaitthum,அமைத்தும்
perrullatu,அமையப்
petrtrullathu,அமையப்
petrullathu,அமையப்
amsa,அம்ச
amchankalaaka,அம்சங்களாக
amchankalaka,அம்சங்களாக
amsangalaaga,அம்சங்களாக
amsangkalaaka,அம்சங்களாக
amachankalin,அம்சங்களின்
amasankalin,அம்சங்களின்
amsangalin,அம்சங்களின்
amsangkalin,அம்சங்களின்
amchankalai,அம்சங்களை
amsangalai,அம்சங்களை
amsankalai,அம்சங்களை
amsangalaiyum,அம்சங்களையும்
amsangazhaiyum,அம்சங்களையும்
amsanggalaiyum,அம்சங்களையும்
amsangal,அம்சங்கள்
amsangazh,அம்சங்கள்
amsanggal,அம்சங்கள்
amsamaaga,அம்சமாக
amcham,அம்சம்
amsam,அம்சம்
ammonium,அம்மோனியம்
ammoniumm,அம்மோனியம்
ammoniuum,அம்மோனியம்
ammoniuumm,அம்மோனியம்
ammoonium,அம்மோனியம்
ammooniumm,அம்மோனியம்
ammooniyam,அம்மோனியம்
amoniam,அம்மோனியம்
amoniamm,அம்மோனியம்
amonium,அம்மோனியம்
amoniuum,அம்மோனியம்
amonnium,அம்மோனியம்
amonniuum,அம்மோனியம்
amooniamm,அம்மோனியம்
amoonium,அம்மோனியம்
amoonnium,அம்மோனியம்
ammonia,அம்மோனியா
ammoniaa,அம்மோனியா
ammoniia,அம்மோனியா
ammoonia,அம்மோனியா
ammooniaa,அம்மோனியா
ammooniia,அம்மோனியா
ammooniya,அம்மோனியா
amonia,அம்மோனியா
amoniaa,அம்மோனியா
amoniia,அம்மோனியா
amoonia,அம்மோனியா
arakkanai,அரக்கனை
arrakkanai,அரக்கனை
aruga,அருக
aruka,அருக
arugaaga,அருகாக
arukaaka,அருகாக
arukaka,அருகாக
aarun,அருண்
aaruun,அருண்
aroon,அருண்
arrun,அருண்
arruun,அருண்
arun,அருண்
arunn,அருண்
aruun,அருண்
aruunn,அருண்
vijai,அருண்
vijay,அருண்
arundhi,அருந்தி
arunthi,அருந்தி
arppaniththaar,அர்ப்பணித்தார்
arppaniththu,அர்ப்பணித்து
arimuga,அறிமுகம
arimugama,அறிமுகம
arimuka,அறிமுகம
mudikirathu,அறிய
mudiyaatha,அறிய
mutikiratu,அறிய
mutiyata,அறிய
ariyak,அறியக்
ariyakkoodiya,அறியக்கூடிய
ariyappadum,அறியப்படும்
ariyappattavar,அறியப்பட்டவர்
ariyappattaar,அறியப்பட்டார்
ariyappattaalum,அறியப்பட்டாலும்
ariyappattulladhu,அறியப்பட்டுள்ளது
ariyappattullathu,அறியப்பட்டுள்ளது
ariyavillai,அறியவில்லை
ariyavum,அறியவும்
ariyaa,அறியா
ariyaamal,அறியாமல்
arivadhil,அறிவதில்
arivathaal,அறிவதில்
arivathil,அறிவதில்
arivaar,அறிவார்
arivaal,அறிவால்
arivippu,அறிவிப்பு
arivippugal,அறிவிப்புகள்
arivippukal,அறிவிப்புகள்
arivippup,அறிவிப்புப்
arivae,அறிவே
arupathu,அறுபது
ali,அலி
alii,அலி
aligaar,அலிகார்
aligar,அலிகார்
aligarh,அலிகார்
alikaar,அலிகார்
aliyin,அலியின்
aliyai,அலியை
alboansaa,அல்போன்சா
alphonse,அல்போன்சா
alpoansaa,அல்போன்சா
alavu,அளவு
alavugalail,அளவுகளில்
alavugalil,அளவுகளில்
alavukalil,அளவுகளில்
alavugalaik,அளவுகளைக்
alavukalaik,அளவுகளைக்
alavugalaiyum,அளவுகளையும்
alavukalaiyum,அளவுகளையும்
alavukkaana,அளவுக்கான
alavukku,அளவுக்கு
alavudan,அளவுடன்
alavum,அளவும்
azhiththa,அழித்த
azhiththal,அழித்தல்
alaippugalai,அழைப்புகளை
alaippukalai,அழைப்புகளை
azhaippukalai,அழைப்புகளை
alaippugal,அழைப்புகள்
alaippukal,அழைப்புகள்
azhaippukal,அழைப்புகள்
avadhaara,அவதார
avathaara,அவதார
avathaaranggalai,அவதாரங்களை
avathaarangkalai,அவதாரங்களை
avathaaramaaga,அவதாரமாக
avathaaramaaka,அவதாரமாக
avathaaramaana,அவதாரமான
avadhaaram,அவதாரம்
avathaaram,அவதாரம்
avaraagavae,அவராகவே
avaraakavae,அவராகவே
avaridamae,அவரிடமே
avaritamae,அவரிடமே
avatrtrul,அவற்றுள்
avatrul,அவற்றுள்
avattrul,அவற்றுள்
avalum,அவளும்
avalai,அவளை
astro,அஸ்ட்ரோ
astroa,அஸ்ட்ரோ
aagindradhu,ஆகின்றது
aagindrathu,ஆகின்றது
aakinrathu,ஆகின்றது
aakintrathu,ஆகின்றது
aasirama,ஆசிரம
aasiramaththin,ஆசிரமத்தின்
aachiramaththai,ஆசிரமத்தை
aasiramaththai,ஆசிரமத்தை
aachiriyaraaka,ஆசிரியராக
aasiriyaraaga,ஆசிரியராக
aasiriyaraaka,ஆசிரியராக
assiriyaraaga,ஆசிரியராக
aasiriyaraakak,ஆசிரியராகக்
assiriyaraagak,ஆசிரியராகக்
asar,ஆசேர்
aseer,ஆசேர்
aser,ஆசேர்
ashar,ஆசேர்
asher,ஆசேர்
iser,ஆசேர்
ysar,ஆசேர்
yseer,ஆசேர்
yser,ஆசேர்
ysher,ஆசேர்
aadi,ஆடி
aadii,ஆடி
adi,ஆடி
adii,ஆடி
aodi,ஆடி
aodii,ஆடி
audi,ஆடி
audii,ஆடி
auudi,ஆடி
avdi,ஆடி
awdi,ஆடி
awdii,ஆடி
maatham,ஆடி
matam,ஆடி
aadu,ஆடு
aadukalin,ஆடுகளின்
aadugalukku,ஆடுகளுக்கு
aadukalukku,ஆடுகளுக்கு
aadugalai,ஆடுகளை
aadukalai,ஆடுகளை
aadugal,ஆடுகள்
aadukal,ஆடுகள்
aanaagap,ஆணாகப்
aanaakap,ஆணாகப்
kulantai,ஆண்
kulanthai,ஆண்
kuzhandhai,ஆண்
aangalil,ஆண்களில்
aankalil,ஆண்களில்
aangalikku,ஆண்களுக்கு
aangalukku,ஆண்களுக்கு
aangalukkum,ஆண்களுக்கும்
aankalukkum,ஆண்களுக்கும்
aangaludan,ஆண்களுடன்
aankaludan,ஆண்களுடன்
aangalai,ஆண்களை
aankalai,ஆண்களை
aangalaiyum,ஆண்களையும்
aankalaiyum,ஆண்களையும்
aankaliayum,ஆண்களையும்
aandaan,ஆண்டான்
aantaan,ஆண்டான்
aandaar,ஆண்டார்
aantaar,ஆண்டார்
aadhanaal,ஆதனால்
aathanaal,ஆதனால்
aatharavaliththa,ஆதரவளித்த
aatharavaliththu,ஆதரவளித்து
aatharavaagap,ஆதரவாகப்
aatharavaakap,ஆதரவாகப்
aatharavaap,ஆதரவாகப்
aatharavaagavum,ஆதரவாகவும்
aatharavaakavum,ஆதரவாகவும்
aatharavin,ஆதரவின்
aatharavil,ஆதரவில்
aatharikka,ஆதரிக்க
aatharikkum,ஆதரிக்கும்
aathmaavum,ஆத்மாவும்
aathmaavai,ஆத்மாவை
aanthaigal,ஆந்தைகள்
aanthaikal,ஆந்தைகள்
aanththaigal,ஆந்தைகள்
aanththaikal,ஆந்தைகள்
aanand,ஆனந்த்
aananth,ஆனந்த்
aananthdh,ஆனந்த்
aananthth,ஆனந்த்
anand,ஆனந்த்
anandd,ஆனந்த்
anandh,ஆனந்த்
anannd,ஆனந்த்
annt,ஆனந்த்
aanmaavin,ஆன்மாவின்
aanmaavai,ஆன்மாவை
aabathaithk,ஆபத்தைக்
aabaththaik,ஆபத்தைக்
aapaththaik,ஆபத்தைக்
aapgaaniya,ஆப்கானிய
aapkaaniya,ஆப்கானிய
afghaaniya,ஆப்கானிய
afghaniya,ஆப்கானிய
aappirikkaa,ஆப்பிரிக்கா
aaprikkaa,ஆப்பிரிக்கா
affrica,ஆப்பிரிக்கா
afreca,ஆப்பிரிக்கா
africa,ஆப்பிரிக்கா
africaa,ஆப்பிரிக்கா
afrika,ஆப்பிரிக்கா
afriqa,ஆப்பிரிக்கா
aphphrica,ஆப்பிரிக்கா
aphreca,ஆப்பிரிக்கா
aphrica,ஆப்பிரிக்கா
aphricaa,ஆப்பிரிக்கா
aphrika,ஆப்பிரிக்கா
appirikka,ஆப்பிரிக்கா
appricaa,ஆப்பிரிக்கா
efrica,ஆப்பிரிக்கா
ephrica,ஆப்பிரிக்கா
aappirikkaavin,ஆப்பிரிக்காவின்
africaavin,ஆப்பிரிக்காவின்
aappirikkaavil,ஆப்பிரிக்காவில்
africaavil,ஆப்பிரிக்காவில்
africavil,ஆப்பிரிக்காவில்
ain,ஆயின்
ainn,ஆயின்
ayin,ஆயின்
ein,ஆயின்
einn,ஆயின்
en,ஆயின்
enn,ஆயின்
aayerak,ஆயிரக்
aayirak,ஆயிரக்
aayeraththil,ஆயிரத்தில்
aayiraththil,ஆயிரத்தில்
aayut,ஆயுட்
out,ஆயுட்
aaivu,ஆய்வு
aayvu,ஆய்வு
aaivukalilum,ஆய்வுகளிலும்
aayvugalilum,ஆய்வுகளிலும்
aayvukalilum,ஆய்வுகளிலும்
aaivukalil,ஆய்வுகளில்
aayvugalil,ஆய்வுகளில்
aayvukalil,ஆய்வுகளில்
aaivukalum,ஆய்வுகளும்
aayvugalum,ஆய்வுகளும்
aayvukalum,ஆய்வுகளும்
aaivukalai,ஆய்வுகளை
aayvugalai,ஆய்வுகளை
aayvukalai,ஆய்வுகளை
aaivukkum,ஆய்வுக்கும்
aayvukkum,ஆய்வுக்கும்
aaivuch,ஆய்வுச்
aayvuch,ஆய்வுச்
aaivup,ஆய்வுப்
aayvup,ஆய்வுப்
aaraathanaa,ஆராதனா
aradhana,ஆராதனா
aaraayndha,ஆராய்ந்த
aaraayntha,ஆராய்ந்த
aaraaynththa,ஆராய்ந்த
aaraayndhanar,ஆராய்ந்தனர்
aaraaynthanar,ஆராய்ந்தனர்
aaraaynththanar,ஆராய்ந்தனர்
aaraainthaar,ஆராய்ந்தார்
aaraaynthaar,ஆராய்ந்தார்
aaraaynththaar,ஆராய்ந்தார்
aaraainthu,ஆராய்ந்து
aaraaynthu,ஆராய்ந்து
araaynththu,ஆராய்ந்து
aariyargalaal,ஆரியர்களால்
aariyarkalaal,ஆரியர்களால்
aariyargal,ஆரியர்கள்
aariyarkal,ஆரியர்கள்
aardar,ஆர்டர்
ardar,ஆர்டர்
arder,ஆர்டர்
ordar,ஆர்டர்
order,ஆர்டர்
aarppaattaththil,ஆர்ப்பாட்டத்தில்
aarva,ஆர்வ
aarvaththaal,ஆர்வத்தால்
aarvaththin,ஆர்வத்தின்
aarvaththukku,ஆர்வத்துக்கு
aarvaththudan,ஆர்வத்துடன்
aarvaththutan,ஆர்வத்துடன்
aarvaththaiyum,ஆர்வத்தையும்
aarvamaaga,ஆர்வமாக
aarvamaaka,ஆர்வமாக
aarvam,ஆர்வம்
aarvalarum,ஆர்வலரும்
aarvee,ஆர்வி
aarvi,ஆர்வி
harvey,ஆர்வி
aaraam,ஆறாம்
aaruthal,ஆறுதல்
aatralaaka,ஆற்றலாக
aatrtralaaga,ஆற்றலாக
aatrtralaaka,ஆற்றலாக
aatrtralum,ஆற்றலும்
aattralum,ஆற்றலும்
aatrtralae,ஆற்றலே
aatrtralilae,ஆற்றலே
aattralae,ஆற்றலே
aattrale,ஆற்றலே
